frame,wheel,cat,drops,level,tf,az
Pinarello Bolide,Campagnolo Bora Ultra 35,TT,1171500,33,49:59.5,50:13.5
Pinarello Bolide,Campagnolo Bora Ultra 50,TT,1185700,27,49:33.0,50:13.5
Pinarello Bolide,DT Swiss ARC 1100 DICUT 62,TT,1107600,25,49:25.0,50:12.5
Pinarello Bolide,DT Swiss ARC 1100 DICUT DISC,TT,2502800,42,48:59.5,50:31.0
Pinarello Bolide,ENVE SES 2.2,TT,1114700,25,49:59.0,50:13.5
Pinarello Bolide,ENVE SES 3.4,TT,1114700,25,49:33.0,50:12.0
Pinarello Bolide,ENVE SES 6.7,TT,1114700,25,49:27.0,50:20.0
Pinarello Bolide,ENVE SES 7.8,TT,1128900,39,49:14.5,50:16.0
Pinarello Bolide,ENVE SES 8.9,TT,1128900,31,49:15.5,50:24.5
Pinarello Bolide,FFWD RYOT55,TT,1036700,25,49:32.5,50:12.0
Pinarello Bolide,Giant SLR 0,TT,1114800,25,49:36.0,50:12.5
Pinarello Bolide,Lightweight Meilenstein,TT,923000,25,49:45.5,50:04.0
Pinarello Bolide,Mavic Comete Pro Carbon SL UST,TT,1065000,25,49:33.5,50:30.5
Pinarello Bolide,Mavic Cosmic CXR60c,TT,1065000,25,49:37.5,50:28.5
Pinarello Bolide,Mavic Cosmic Ultimate UST,TT,1065000,25,49:40.0,50:26.0
Pinarello Bolide,Novatec R4,TT,1018900,25,49:55.5,50:25.0
Pinarello Bolide,Roval Alpinist CLX,TT,1058300,32,49:46.0,50:04.0
Pinarello Bolide,Roval CLX64,TT,1093400,25,49:29.0,50:20.0
Pinarello Bolide,Roval Rapide CLX,TT,1118300,25,49:29.0,50:15.0
Pinarello Bolide,Shimano C40,TT,1008300,25,49:47.0,50:23.5
Pinarello Bolide,Shimano C50,TT,1011700,28,49:24.5,50:27.5
Pinarello Bolide,Shimano C50,TT,1011700,28,49:24.5,50:27.5
Pinarello Bolide,Shimano C60,TT,1015300,25,49:36.0,50:31.0
Pinarello Bolide,Zipp 202,TT,1072200,25,49:54.0,50:14.5
Pinarello Bolide,Zipp 353 NSW,TT,1178600,25,49:30.0,50:12.0
Pinarello Bolide,Zipp 404,TT,1072200,25,49:26.0,50:16.0
Pinarello Bolide,Zipp 454,TT,1207000,25,49:23.0,50:13.0
Pinarello Bolide,Zipp 808,TT,1100600,25,49:17.0,50:22.0
Pinarello Bolide,Zipp 808/Super9,TT,1998700,35,49:08.0,50:31.0
Pinarello Bolide,Zipp 858,TT,1235400,37,49:13.0,50:19.0
Pinarello Bolide,Zipp 858/Super9,TT,2431800,45,49:06.0,50:30.0
Pinarello Bolide,Zwift 32mm Carbon,TT,923000,25,49:59.0,50:20.0
Pinarello Bolide,Zwift 50mm Carbon,TT,1043700,25,49:46.5,50:21.0
Pinarello Bolide,Zwift Buffalo Fahrrad,TT,926200,40,50:04.0,50:27.0
Pinarello Bolide,Zwift Classic,TT,958600,25,50:05.0,50:28.0
Pinarello Bolide,Zwift Safety,TT,1633000,44,49:59.5,50:19.5
Pinarello Bolide TT,Bontrager Aeolus5,TT,1235400,42,49:40.0,50:17.0
Pinarello Bolide TT,CADEX 36,TT,1322400,42,49:52.5,50:12.5
Pinarello Bolide TT,CADEX 42,TT,1292200,42,49:43.0,50:15.0
Pinarello Bolide TT,Campagnolo Bora Ultra 35,TT,1313500,42,49:59.5,50:14.5
Pinarello Bolide TT,Campagnolo Bora Ultra 50,TT,1327700,42,49:33.0,50:14.5
Pinarello Bolide TT,DT Swiss ARC 1100 DICUT 62,TT,1249600,42,49:25.0,50:13.5
Pinarello Bolide TT,DT Swiss ARC 1100 DICUT DISC,TT,2644800,42,48:59.5,50:32.0
Pinarello Bolide TT,ENVE SES 2.2,TT,1256700,42,49:59.0,50:14.5
Pinarello Bolide TT,ENVE SES 3.4,TT,1256700,42,49:33.0,50:13.0
Pinarello Bolide TT,ENVE SES 6.7,TT,1256700,42,49:27.0,50:21.0
Pinarello Bolide TT,ENVE SES 7.8,TT,1270900,42,49:14.5,50:17.0
Pinarello Bolide TT,ENVE SES 8.9,TT,1270900,42,49:15.5,50:25.5
Pinarello Bolide TT,FFWD RYOT55,TT,1178700,42,49:32.5,50:13.0
Pinarello Bolide TT,Giant SLR 0,TT,1256800,42,49:36.0,50:13.5
Pinarello Bolide TT,Lightweight Meilenstein,TT,1065000,42,49:45.5,50:05.0
Pinarello Bolide TT,Mavic Comete Pro Carbon SL UST,TT,1207000,42,49:33.5,50:31.5
Pinarello Bolide TT,Mavic Cosmic CXR60c,TT,1207000,42,49:37.5,50:29.5
Pinarello Bolide TT,Mavic Cosmic Ultimate UST,TT,1207000,42,49:40.0,50:27.0
Pinarello Bolide TT,Novatec R4,TT,1160900,42,49:55.5,50:26.0
Pinarello Bolide TT,Roval Alpinist CLX,TT,1200300,42,49:46.0,50:05.0
Pinarello Bolide TT,Roval CLX64,TT,1235400,42,49:29.0,50:21.0
Pinarello Bolide TT,Roval Rapide CLX,TT,1260300,42,49:29.0,50:16.0
Pinarello Bolide TT,Shimano C40,TT,1150300,42,49:47.0,50:24.5
Pinarello Bolide TT,Shimano C50,TT,1153700,42,49:24.5,50:28.5
Pinarello Bolide TT,Shimano C50,TT,1153700,42,49:24.5,50:28.5
Pinarello Bolide TT,Shimano C60,TT,1157300,42,49:36.0,50:32.0
Pinarello Bolide TT,Zipp 202,TT,1214200,42,49:54.0,50:15.5
Pinarello Bolide TT,Zipp 353 NSW,TT,1320600,42,49:30.0,50:13.0
Pinarello Bolide TT,Zipp 404,TT,1214200,42,49:26.0,50:17.0
Pinarello Bolide TT,Zipp 454,TT,1349000,42,49:23.0,50:14.0
Pinarello Bolide TT,Zipp 808,TT,1242600,42,49:17.0,50:23.0
Pinarello Bolide TT,Zipp 808/Super9,TT,2140700,42,49:08.0,50:32.0
Pinarello Bolide TT,Zipp 858,TT,1377400,42,49:13.0,50:20.0
Pinarello Bolide TT,Zipp 858/Super9,TT,2573800,45,49:06.0,50:31.0
Pinarello Bolide TT,Zwift 32mm Carbon,TT,1065000,42,49:59.0,50:21.0
Pinarello Bolide TT,Zwift 50mm Carbon,TT,1185700,42,49:46.5,50:22.0
Pinarello Bolide TT,Zwift Buffalo Fahrrad,TT,1068200,42,50:04.0,50:28.0
Pinarello Bolide TT,Zwift Classic,TT,1100600,42,50:05.0,50:29.0
Pinarello Bolide TT,Zwift Safety,TT,1775000,44,49:59.5,50:20.5
Pinarello Dogma 65.1,Bontrager Aeolus5,Road,773900,29,51:12.5,49:28.0
Pinarello Dogma 65.1,CADEX 36,Road,860900,29,51:25.0,49:23.5
Pinarello Dogma 65.1,CADEX 42,Road,830700,29,51:15.5,49:26.0
Pinarello Dogma 65.1,Campagnolo Bora Ultra 35,Road,852000,33,51:32.0,49:25.5
Pinarello Dogma 65.1,Campagnolo Bora Ultra 50,Road,866200,29,51:05.5,49:25.5
Pinarello Dogma 65.1,DT Swiss ARC 1100 DICUT 62,Road,788100,29,50:57.5,49:24.5
Pinarello Dogma 65.1,DT Swiss ARC 1100 DICUT DISC,Road,2183300,42,50:32.0,49:43.0
Pinarello Dogma 65.1,ENVE SES 2.2,Road,795200,29,51:31.5,49:25.5
Pinarello Dogma 65.1,ENVE SES 3.4,Road,795200,29,51:05.5,49:24.0
Pinarello Dogma 65.1,ENVE SES 6.7,Road,795200,29,50:59.5,49:32.0
Pinarello Dogma 65.1,ENVE SES 7.8,Road,809400,39,50:47.0,49:28.0
Pinarello Dogma 65.1,ENVE SES 8.9,Road,809400,31,50:48.0,49:36.5
Pinarello Dogma 65.1,FFWD RYOT55,Road,717200,29,51:05.0,49:24.0
Pinarello Dogma 65.1,Giant SLR 0,Road,795300,29,51:08.5,49:24.5
Pinarello Dogma 65.1,Lightweight Meilenstein,Road,603500,29,51:18.0,49:16.0
Pinarello Dogma 65.1,Mavic Comete Pro Carbon SL UST,Road,745500,29,51:06.0,49:42.5
Pinarello Dogma 65.1,Mavic Cosmic CXR60c,Road,745500,29,51:10.0,49:40.5
Pinarello Dogma 65.1,Mavic Cosmic Ultimate UST,Road,745500,29,51:12.5,49:38.0
Pinarello Dogma 65.1,Novatec R4,Road,699400,29,51:28.0,49:37.0
Pinarello Dogma 65.1,Roval Alpinist CLX,Road,738800,32,51:18.5,49:16.0
Pinarello Dogma 65.1,Roval CLX64,Road,773900,29,51:01.5,49:32.0
Pinarello Dogma 65.1,Roval Rapide CLX,Road,798800,29,51:01.5,49:27.0
Pinarello Dogma 65.1,Shimano C40,Road,688800,29,51:19.5,49:35.5
Pinarello Dogma 65.1,Shimano C50,Road,692200,29,50:57.0,49:39.5
Pinarello Dogma 65.1,Shimano C50,Road,692200,29,50:57.0,49:39.5
Pinarello Dogma 65.1,Shimano C60,Road,695800,29,51:08.5,49:43.0
Pinarello Dogma 65.1,Zipp 202,Road,752700,29,51:26.5,49:26.5
Pinarello Dogma 65.1,Zipp 353 NSW,Road,859100,29,51:02.5,49:24.0
Pinarello Dogma 65.1,Zipp 404,Road,752700,29,50:58.5,49:28.0
Pinarello Dogma 65.1,Zipp 454,Road,887500,29,50:55.5,49:25.0
Pinarello Dogma 65.1,Zipp 808,Road,781100,29,50:49.5,49:34.0
Pinarello Dogma 65.1,Zipp 808/Super9,Road,1679200,35,50:40.5,49:43.0
Pinarello Dogma 65.1,Zipp 858,Road,915900,37,50:45.5,49:31.0
Pinarello Dogma 65.1,Zipp 858/Super9,Road,2112300,45,50:38.5,49:42.0
Pinarello Dogma 65.1,Zwift 32mm Carbon,Road,603500,29,51:31.5,49:32.0
Pinarello Dogma 65.1,Zwift 50mm Carbon,Road,724200,29,51:19.0,49:33.0
Pinarello Dogma 65.1,Zwift Buffalo Fahrrad,Road,606700,40,51:36.5,49:39.0
Pinarello Dogma 65.1,Zwift Classic,Road,639100,29,51:37.5,49:40.0
Pinarello Dogma 65.1,Zwift Safety,Road,1313500,44,51:32.0,49:31.5
Pinarello Dogma F,Bontrager Aeolus5,Road,1199900,32,51:04.0,49:14.0
Pinarello Dogma F,CADEX 36,Road,1286900,32,51:16.5,49:09.5
Pinarello Dogma F,CADEX 42,Road,1256700,32,51:07.0,49:12.0
Pinarello Dogma F,Campagnolo Bora Ultra 35,Road,1278000,33,51:23.5,49:11.5
Pinarello Dogma F,Campagnolo Bora Ultra 50,Road,1292200,32,50:57.0,49:11.5
Pinarello Dogma F,DT Swiss ARC 1100 DICUT 62,Road,1214100,32,50:49.0,49:10.5
Pinarello Dogma F,DT Swiss ARC 1100 DICUT DISC,Road,2609300,42,50:23.5,49:29.0
Pinarello Dogma F,ENVE SES 2.2,Road,1221200,32,51:23.0,49:11.5
Pinarello Dogma F,ENVE SES 3.4,Road,1221200,32,50:57.0,49:10.0
Pinarello Dogma F,ENVE SES 6.7,Road,1221200,32,50:51.0,49:18.0
Pinarello Dogma F,ENVE SES 7.8,Road,1235400,39,50:38.5,49:14.0
Pinarello Dogma F,ENVE SES 8.9,Road,1235400,32,50:39.5,49:22.5
Pinarello Dogma F,FFWD RYOT55,Road,1143200,32,50:56.5,49:10.0
Pinarello Dogma F,Giant SLR 0,Road,1221300,32,51:00.0,49:10.5
Pinarello Dogma F,Lightweight Meilenstein,Road,1029500,32,51:09.5,49:02.0
Pinarello Dogma F,Mavic Comete Pro Carbon SL UST,Road,1171500,32,50:57.5,49:28.5
Pinarello Dogma F,Mavic Cosmic CXR60c,Road,1171500,32,51:01.5,49:26.5
Pinarello Dogma F,Mavic Cosmic Ultimate UST,Road,1171500,32,51:04.0,49:24.0
Pinarello Dogma F,Novatec R4,Road,1125400,32,51:19.5,49:23.0
Pinarello Dogma F,Roval Alpinist CLX,Road,1164800,32,51:10.0,49:02.0
Pinarello Dogma F,Roval CLX64,Road,1199900,32,50:53.0,49:18.0
Pinarello Dogma F,Roval Rapide CLX,Road,1224800,32,50:53.0,49:13.0
Pinarello Dogma F,Shimano C40,Road,1114800,32,51:11.0,49:21.5
Pinarello Dogma F,Shimano C50,Road,1118200,32,50:48.5,49:25.5
Pinarello Dogma F,Shimano C50,Road,1118200,32,50:48.5,49:25.5
Pinarello Dogma F,Shimano C60,Road,1121800,32,51:00.0,49:29.0
Pinarello Dogma F,Zipp 202,Road,1178700,32,51:18.0,49:12.5
Pinarello Dogma F,Zipp 353 NSW,Road,1285100,32,50:54.0,49:10.0
Pinarello Dogma F,Zipp 404,Road,1178700,32,50:50.0,49:14.0
Pinarello Dogma F,Zipp 454,Road,1313500,32,50:47.0,49:11.0
Pinarello Dogma F,Zipp 808,Road,1207100,32,50:41.0,49:20.0
Pinarello Dogma F,Zipp 808/Super9,Road,2105200,35,50:32.0,49:29.0
Pinarello Dogma F,Zipp 858,Road,1341900,37,50:37.0,49:17.0
Pinarello Dogma F,Zipp 858/Super9,Road,2538300,45,50:30.0,49:28.0
Pinarello Dogma F,Zwift 32mm Carbon,Road,1029500,32,51:23.0,49:18.0
Pinarello Dogma F,Zwift 50mm Carbon,Road,1150200,32,51:10.5,49:19.0
Pinarello Dogma F,Zwift Buffalo Fahrrad,Road,1032700,40,51:28.0,49:25.0
Pinarello Dogma F,Zwift Classic,Road,1065100,32,51:29.0,49:26.0
Pinarello Dogma F,Zwift Safety,Road,1739500,44,51:23.5,49:17.5
Pinarello Dogma F10,Bontrager Aeolus5,Road,880400,39,51:07.0,49:08.5
Pinarello Dogma F10,CADEX 36,Road,967400,39,51:19.5,49:04.0
Pinarello Dogma F10,CADEX 42,Road,937200,39,51:10.0,49:06.5
Pinarello Dogma F10,Campagnolo Bora Ultra 35,Road,958500,39,51:26.5,49:06.0
Pinarello Dogma F10,Campagnolo Bora Ultra 50,Road,972700,39,51:00.0,49:06.0
Pinarello Dogma F10,DT Swiss ARC 1100 DICUT 62,Road,894600,39,50:52.0,49:05.0
Pinarello Dogma F10,DT Swiss ARC 1100 DICUT DISC,Road,2289800,42,50:26.5,49:23.5
Pinarello Dogma F10,ENVE SES 2.2,Road,901700,39,51:26.0,49:06.0
Pinarello Dogma F10,ENVE SES 3.4,Road,901700,39,51:00.0,49:04.5
Pinarello Dogma F10,ENVE SES 6.7,Road,901700,39,50:54.0,49:12.5
Pinarello Dogma F10,ENVE SES 7.8,Road,915900,39,50:41.5,49:08.5
Pinarello Dogma F10,ENVE SES 8.9,Road,915900,39,50:42.5,49:17.0
Pinarello Dogma F10,FFWD RYOT55,Road,823700,39,50:59.5,49:04.5
Pinarello Dogma F10,Giant SLR 0,Road,901800,39,51:03.0,49:05.0
Pinarello Dogma F10,Lightweight Meilenstein,Road,710000,39,51:12.5,48:56.5
Pinarello Dogma F10,Mavic Comete Pro Carbon SL UST,Road,852000,39,51:00.5,49:23.0
Pinarello Dogma F10,Mavic Cosmic CXR60c,Road,852000,39,51:04.5,49:21.0
Pinarello Dogma F10,Mavic Cosmic Ultimate UST,Road,852000,39,51:07.0,49:18.5
Pinarello Dogma F10,Novatec R4,Road,805900,39,51:22.5,49:17.5
Pinarello Dogma F10,Roval Alpinist CLX,Road,845300,39,51:13.0,48:56.5
Pinarello Dogma F10,Roval CLX64,Road,880400,39,50:56.0,49:12.5
Pinarello Dogma F10,Roval Rapide CLX,Road,905300,39,50:56.0,49:07.5
Pinarello Dogma F10,Shimano C40,Road,795300,39,51:14.0,49:16.0
Pinarello Dogma F10,Shimano C50,Road,798700,39,50:51.5,49:20.0
Pinarello Dogma F10,Shimano C50,Road,798700,39,50:51.5,49:20.0
Pinarello Dogma F10,Shimano C60,Road,802300,39,51:03.0,49:23.5
Pinarello Dogma F10,Zipp 202,Road,859200,39,51:21.0,49:07.0
Pinarello Dogma F10,Zipp 353 NSW,Road,965600,39,50:57.0,49:04.5
Pinarello Dogma F10,Zipp 404,Road,859200,39,50:53.0,49:08.5
Pinarello Dogma F10,Zipp 454,Road,994000,39,50:50.0,49:05.5
Pinarello Dogma F10,Zipp 808,Road,887600,39,50:44.0,49:14.5
Pinarello Dogma F10,Zipp 808/Super9,Road,1785700,39,50:35.0,49:23.5
Pinarello Dogma F10,Zipp 858,Road,1022400,39,50:40.0,49:11.5
Pinarello Dogma F10,Zipp 858/Super9,Road,2218800,45,50:33.0,49:22.5
Pinarello Dogma F10,Zwift 32mm Carbon,Road,710000,39,51:26.0,49:12.5
Pinarello Dogma F10,Zwift 50mm Carbon,Road,830700,39,51:13.5,49:13.5
Pinarello Dogma F10,Zwift Buffalo Fahrrad,Road,713200,40,51:31.0,49:19.5
Pinarello Dogma F10,Zwift Classic,Road,745600,39,51:32.0,49:20.5
Pinarello Dogma F10,Zwift Safety,Road,1420000,44,51:26.5,49:12.0
Pinarello Dogma F12,Bontrager Aeolus5,Road,1128900,29,51:04.0,49:05.0
Pinarello Dogma F12,CADEX 36,Road,1215900,29,51:16.5,49:00.5
Pinarello Dogma F12,CADEX 42,Road,1185700,29,51:07.0,49:03.0
Pinarello Dogma F12,Campagnolo Bora Ultra 35,Road,1207000,33,51:23.5,49:02.5
Pinarello Dogma F12,Campagnolo Bora Ultra 50,Road,1221200,29,50:57.0,49:02.5
Pinarello Dogma F12,DT Swiss ARC 1100 DICUT 62,Road,1143100,29,50:49.0,49:01.5
Pinarello Dogma F12,DT Swiss ARC 1100 DICUT DISC,Road,2538300,42,50:23.5,49:20.0
Pinarello Dogma F12,ENVE SES 2.2,Road,1150200,29,51:23.0,49:02.5
Pinarello Dogma F12,ENVE SES 3.4,Road,1150200,29,50:57.0,49:01.0
Pinarello Dogma F12,ENVE SES 6.7,Road,1150200,29,50:51.0,49:09.0
Pinarello Dogma F12,ENVE SES 7.8,Road,1164400,39,50:38.5,49:05.0
Pinarello Dogma F12,ENVE SES 8.9,Road,1164400,31,50:39.5,49:13.5
Pinarello Dogma F12,FFWD RYOT55,Road,1072200,29,50:56.5,49:01.0
Pinarello Dogma F12,Giant SLR 0,Road,1150300,29,51:00.0,49:01.5
Pinarello Dogma F12,Lightweight Meilenstein,Road,958500,29,51:09.5,48:53.0
Pinarello Dogma F12,Mavic Comete Pro Carbon SL UST,Road,1100500,29,50:57.5,49:19.5
Pinarello Dogma F12,Mavic Cosmic CXR60c,Road,1100500,29,51:01.5,49:17.5
Pinarello Dogma F12,Mavic Cosmic Ultimate UST,Road,1100500,29,51:04.0,49:15.0
Pinarello Dogma F12,Novatec R4,Road,1054400,29,51:19.5,49:14.0
Pinarello Dogma F12,Roval Alpinist CLX,Road,1093800,32,51:10.0,48:53.0
Pinarello Dogma F12,Roval CLX64,Road,1128900,29,50:53.0,49:09.0
Pinarello Dogma F12,Roval Rapide CLX,Road,1153800,29,50:53.0,49:04.0
Pinarello Dogma F12,Shimano C40,Road,1043800,29,51:11.0,49:12.5
Pinarello Dogma F12,Shimano C50,Road,1047200,29,50:48.5,49:16.5
Pinarello Dogma F12,Shimano C50,Road,1047200,29,50:48.5,49:16.5
Pinarello Dogma F12,Shimano C60,Road,1050800,29,51:00.0,49:20.0
Pinarello Dogma F12,Zipp 202,Road,1107700,29,51:18.0,49:03.5
Pinarello Dogma F12,Zipp 353 NSW,Road,1214100,29,50:54.0,49:01.0
Pinarello Dogma F12,Zipp 404,Road,1107700,29,50:50.0,49:05.0
Pinarello Dogma F12,Zipp 454,Road,1242500,29,50:47.0,49:02.0
Pinarello Dogma F12,Zipp 808,Road,1136100,29,50:41.0,49:11.0
Pinarello Dogma F12,Zipp 808/Super9,Road,2034200,35,50:32.0,49:20.0
Pinarello Dogma F12,Zipp 858,Road,1270900,37,50:37.0,49:08.0
Pinarello Dogma F12,Zipp 858/Super9,Road,2467300,45,50:30.0,49:19.0
Pinarello Dogma F12,Zwift 32mm Carbon,Road,958500,29,51:23.0,49:09.0
Pinarello Dogma F12,Zwift 50mm Carbon,Road,1079200,29,51:10.5,49:10.0
Pinarello Dogma F12,Zwift Buffalo Fahrrad,Road,961700,40,51:28.0,49:16.0
Pinarello Dogma F12,Zwift Classic,Road,994100,29,51:29.0,49:17.0
Pinarello Dogma F12,Zwift Safety,Road,1668500,44,51:23.5,49:08.5
Pinarello Dogma F8,Bontrager Aeolus5,Road,170400,20,51:12.0,49:11.0
Pinarello Dogma F8,CADEX 36,Road,257400,26,51:24.5,49:06.5
Pinarello Dogma F8,CADEX 42,Road,227200,8,51:15.0,49:09.0
Pinarello Dogma F8,Campagnolo Bora Ultra 35,Road,248500,33,51:31.5,49:08.5
Pinarello Dogma F8,Campagnolo Bora Ultra 50,Road,262700,27,51:05.0,49:08.5
Pinarello Dogma F8,DT Swiss ARC 1100 DICUT 62,Road,184600,6,50:57.0,49:07.5
Pinarello Dogma F8,DT Swiss ARC 1100 DICUT DISC,Road,1579800,42,50:31.5,49:26.0
Pinarello Dogma F8,ENVE SES 2.2,Road,191700,17,51:31.0,49:08.5
Pinarello Dogma F8,ENVE SES 3.4,Road,191700,4,51:05.0,49:07.0
Pinarello Dogma F8,ENVE SES 6.7,Road,191700,25,50:59.0,49:15.0
Pinarello Dogma F8,ENVE SES 7.8,Road,205900,39,50:46.5,49:11.0
Pinarello Dogma F8,ENVE SES 8.9,Road,205900,31,50:47.5,49:19.5
Pinarello Dogma F8,FFWD RYOT55,Road,113700,23,51:04.5,49:07.0
Pinarello Dogma F8,Giant SLR 0,Road,191800,22,51:08.0,49:07.5
Pinarello Dogma F8,Lightweight Meilenstein,Road,0,0,51:17.5,48:59.0
Pinarello Dogma F8,Mavic Comete Pro Carbon SL UST,Road,142000,23,51:05.5,49:25.5
Pinarello Dogma F8,Mavic Cosmic CXR60c,Road,142000,16,51:09.5,49:23.5
Pinarello Dogma F8,Mavic Cosmic Ultimate UST,Road,142000,9,51:12.0,49:21.0
Pinarello Dogma F8,Novatec R4,Road,95900,24,51:27.5,49:20.0
Pinarello Dogma F8,Roval Alpinist CLX,Road,135300,32,51:18.0,48:59.0
Pinarello Dogma F8,Roval CLX64,Road,170400,5,51:01.0,49:15.0
Pinarello Dogma F8,Roval Rapide CLX,Road,195300,14,51:01.0,49:10.0
Pinarello Dogma F8,Shimano C40,Road,85300,12,51:19.0,49:18.5
Pinarello Dogma F8,Shimano C50,Road,88700,28,50:56.5,49:22.5
Pinarello Dogma F8,Shimano C50,Road,88700,28,50:56.5,49:22.5
Pinarello Dogma F8,Shimano C60,Road,92300,18,51:08.0,49:26.0
Pinarello Dogma F8,Zipp 202,Road,149200,11,51:26.0,49:09.5
Pinarello Dogma F8,Zipp 353 NSW,Road,255600,19,51:02.0,49:07.0
Pinarello Dogma F8,Zipp 404,Road,149200,15,50:58.0,49:11.0
Pinarello Dogma F8,Zipp 454,Road,284000,24,50:55.0,49:08.0
Pinarello Dogma F8,Zipp 808,Road,177600,13,50:49.0,49:17.0
Pinarello Dogma F8,Zipp 808/Super9,Road,1075700,35,50:40.0,49:26.0
Pinarello Dogma F8,Zipp 858,Road,312400,37,50:45.0,49:14.0
Pinarello Dogma F8,Zipp 858/Super9,Road,1508800,45,50:38.0,49:25.0
Pinarello Dogma F8,Zwift 32mm Carbon,Road,0,0,51:31.0,49:15.0
Pinarello Dogma F8,Zwift 50mm Carbon,Road,120700,7,51:18.5,49:16.0
Pinarello Dogma F8,Zwift Buffalo Fahrrad,Road,3200,40,51:36.0,49:22.0
Pinarello Dogma F8,Zwift Classic,Road,35600,2,51:37.0,49:23.0
Pinarello Dogma F8,Zwift Safety,Road,710000,44,51:31.5,49:14.5
Ribble Endurance,Bontrager Aeolus5,Road,560900,20,51:08.0,49:22.0
Ribble Endurance,CADEX 36,Road,647900,26,51:20.5,49:17.5
Ribble Endurance,CADEX 42,Road,617700,8,51:11.0,49:20.0
Ribble Endurance,Campagnolo Bora Ultra 35,Road,639000,33,51:27.5,49:19.5
Ribble Endurance,Campagnolo Bora Ultra 50,Road,653200,27,51:01.0,49:19.5
Ribble Endurance,DT Swiss ARC 1100 DICUT 62,Road,575100,7,50:53.0,49:18.5
Ribble Endurance,DT Swiss ARC 1100 DICUT DISC,Road,1970300,42,50:27.5,49:37.0
Ribble Endurance,ENVE SES 2.2,Road,582200,17,51:27.0,49:19.5
Ribble Endurance,ENVE SES 3.4,Road,582200,7,51:01.0,49:18.0
Ribble Endurance,ENVE SES 6.7,Road,582200,25,50:55.0,49:26.0
Ribble Endurance,ENVE SES 7.8,Road,596400,39,50:42.5,49:22.0
Ribble Endurance,ENVE SES 8.9,Road,596400,31,50:43.5,49:30.5
Ribble Endurance,FFWD RYOT55,Road,504200,23,51:00.5,49:18.0
Ribble Endurance,Giant SLR 0,Road,582300,22,51:04.0,49:18.5
Ribble Endurance,Lightweight Meilenstein,Road,390500,7,51:13.5,49:10.0
Ribble Endurance,Mavic Comete Pro Carbon SL UST,Road,532500,23,51:01.5,49:36.5
Ribble Endurance,Mavic Cosmic CXR60c,Road,532500,16,51:05.5,49:34.5
Ribble Endurance,Mavic Cosmic Ultimate UST,Road,532500,9,51:08.0,49:32.0
Ribble Endurance,Novatec R4,Road,486400,24,51:23.5,49:31.0
Ribble Endurance,Roval Alpinist CLX,Road,525800,32,51:14.0,49:10.0
Ribble Endurance,Roval CLX64,Road,560900,7,50:57.0,49:26.0
Ribble Endurance,Roval Rapide CLX,Road,585800,14,50:57.0,49:21.0
Ribble Endurance,Shimano C40,Road,475800,12,51:15.0,49:29.5
Ribble Endurance,Shimano C50,Road,479200,28,50:52.5,49:33.5
Ribble Endurance,Shimano C50,Road,479200,28,50:52.5,49:33.5
Ribble Endurance,Shimano C60,Road,482800,18,51:04.0,49:37.0
Ribble Endurance,Zipp 202,Road,539700,11,51:22.0,49:20.5
Ribble Endurance,Zipp 353 NSW,Road,646100,19,50:58.0,49:18.0
Ribble Endurance,Zipp 404,Road,539700,15,50:54.0,49:22.0
Ribble Endurance,Zipp 454,Road,674500,24,50:51.0,49:19.0
Ribble Endurance,Zipp 808,Road,568100,13,50:45.0,49:28.0
Ribble Endurance,Zipp 808/Super9,Road,1466200,35,50:36.0,49:37.0
Ribble Endurance,Zipp 858,Road,702900,37,50:41.0,49:25.0
Ribble Endurance,Zipp 858/Super9,Road,1899300,45,50:34.0,49:36.0
Ribble Endurance,Zwift 32mm Carbon,Road,390500,7,51:27.0,49:26.0
Ribble Endurance,Zwift 50mm Carbon,Road,511200,7,51:14.5,49:27.0
Ribble Endurance,Zwift Buffalo Fahrrad,Road,393700,40,51:32.0,49:33.0
Ribble Endurance,Zwift Classic,Road,426100,7,51:33.0,49:34.0
Ribble Endurance,Zwift Safety,Road,1100500,44,51:27.5,49:25.5
Ridley Helium,Bontrager Aeolus5,Road,631900,20,51:15.0,49:14.0
Ridley Helium,CADEX 36,Road,718900,26,51:27.5,49:09.5
Ridley Helium,CADEX 42,Road,688700,8,51:18.0,49:12.0
Ridley Helium,Campagnolo Bora Ultra 35,Road,710000,33,51:34.5,49:11.5
Ridley Helium,Campagnolo Bora Ultra 50,Road,724200,27,51:08.0,49:11.5
Ridley Helium,DT Swiss ARC 1100 DICUT 62,Road,646100,6,51:00.0,49:10.5
Ridley Helium,DT Swiss ARC 1100 DICUT DISC,Road,2041300,42,50:34.5,49:29.0
Ridley Helium,ENVE SES 2.2,Road,653200,17,51:34.0,49:11.5
Ridley Helium,ENVE SES 3.4,Road,653200,4,51:08.0,49:10.0
Ridley Helium,ENVE SES 6.7,Road,653200,25,51:02.0,49:18.0
Ridley Helium,ENVE SES 7.8,Road,667400,39,50:49.5,49:14.0
Ridley Helium,ENVE SES 8.9,Road,667400,31,50:50.5,49:22.5
Ridley Helium,FFWD RYOT55,Road,575200,23,51:07.5,49:10.0
Ridley Helium,Giant SLR 0,Road,653300,22,51:11.0,49:10.5
Ridley Helium,Lightweight Meilenstein,Road,461500,3,51:20.5,49:02.0
Ridley Helium,Mavic Comete Pro Carbon SL UST,Road,603500,23,51:08.5,49:28.5
